"","ID","date","postcode","property_type","whether_old_or_new","freehold_or_leasehold","address1","address3","local_aut","county","postcode_short","current_energy_rating","total_floor_area","number_habitable_rooms","co2_emissions_current","co2_emissions_potential","energy_consumption_current","energy_consumption_potential","windows_energy_eff","tenure","latitude","longitude","population","altitude","london_zone","nearest_station","water_company","average_income","district","type_of_closest_station","num_tube_lines","num_rail_lines","num_light_rail_lines","distance_to_station","asking_price","predict","profitMargin","buy"
"1040",13816,NA,NA,"F","N","L",NA,NA,NA,NA,"CR7","D",61,3,3,1.6,283,146,"Average","rental (private)",51.401276,-0.098547,142,54,4,"thornton heath","Thames Water",44900,"Croydon","rail",0,1,0,0.21749,246000,239726.767475144,-0.0255009452229935,0
"1041",5711,NA,NA,"T","N","F",NA,NA,NA,NA,"UB3","C",95,4,3,0.8,178,48,"Average","owner-occupied",51.516575,-0.417312,62,36,5,"hayes and harlington","Affinity Water",44600,"Hillingdon","rail",0,1,0,1.090557,414000,403388.647554307,-0.0256312861007083,0
"1042",4658,NA,NA,"F","N","L",NA,NA,NA,NA,"SW11","D",53,2,3.2,1.1,311,112,"Very Poor","owner-occupied",51.462048,-0.164574,86,18,2,"clapham junction","Thames Water",73000,"Wandsworth","light_rail",0,1,1,0.4082598,504000,490320.648034989,-0.0271415713591497,0
"1043",92,NA,NA,"T","N","F",NA,NA,NA,NA,"RM7","E",89,5,4.7,2.3,302,148,"Average","owner-occupied",51.559104,0.179652,122,11,6,"dagenham east","Essex & Suffolk Water",43700,"Havering","tube",1,0,0,1.3875862,354000,344366.236373893,-0.0272140215426744,0
"1044",7591,NA,NA,"T","N","F",NA,NA,NA,NA,"DA16","D",101,6,3.7,1.9,206,107,"Average","owner-occupied",51.4752,0.120842,123,56,5,"bexleyheath","Thames Water",57600,"Bexley","rail",0,1,0,1.2428,405000,393970.229949024,-0.0272340001258657,0
"1045",9116,NA,NA,"F","N","L",NA,NA,NA,NA,"N14","D",59,3,2.3,1.5,202,136,"Average","rental (private)",51.639672,-0.133537,35,70,4,"southgate","Thames Water",47600,"Enfield","tube",1,0,0,0.727038,342000,332648.278822325,-0.02734421396981,0
"1046",13125,NA,NA,"S","N","F",NA,NA,NA,NA,"UB5","D",118,6,4,1.6,193,73,"Average","owner-occupied",51.554117,-0.379747,176,43,5,"northolt","Affinity Water",45700,"Ealing","tube",1,0,0,0.8457254,529000,514388.898897005,-0.027620228928156,0
"1047",13601,NA,NA,"S","N","F",NA,NA,NA,NA,"BR7","E",71,3,4.8,1.2,380,93,"Average","owner-occupied",51.425125,0.060482,32,80,4,"elmstead woods","Thames Water",55000,"Bromley","rail",0,1,0,1.295619,390000,378979.59137615,-0.0282574580098726,0
"1048",15997,NA,NA,"F","N","L",NA,NA,NA,NA,"SW4","D",55.4,3,3.5,3.2,373,347,"Very Poor","owner-occupied",51.466467,-0.134567,99,20,2,"clapham high street","Thames Water",64600,"Lambeth","light_rail",0,0,1,0.2311608,471000,457265.053496564,-0.0291612452302247,0
"1049",6538,NA,NA,"S","N","F",NA,NA,NA,NA,"HA1","D",94,5,4.7,2.6,286,153,"Average","owner-occupied",51.577453,-0.345667,81,67,5,"west harrow","Affinity Water",57000,"Brent","tube",1,0,0,0.5163834,525000,509623.888111287,-0.0292878321689772,0
"1050",11688,NA,NA,"T","N","F",NA,NA,NA,NA,"SE10","E",109.52,7,7.3,5.5,396,299,"Average","rental (private)",51.485831,0.012154,123,12,3,"westcombe park","Thames Water",63600,"Greenwich","rail",0,1,0,0.4530006,751000,728843.00073876,-0.0295033279111052,0
"1051",4278,NA,NA,"T","N","F",NA,NA,NA,NA,"CR2","D",68,4,3.4,1.5,284,123,"Average","rental (private)",51.358038,-0.092941,68,65,5,"south croydon","Thames Water",61500,"Croydon","rail",0,1,0,0.46605,339000,328980.738486787,-0.0295553436967943,0
"1052",2843,NA,NA,"F","N","L",NA,NA,NA,NA,"W2","C",115.5,3,3.6,3.2,184,167,"Very Poor","rental (private)",51.513601,-0.168527,39,32,1,"lancaster gate","Thames Water",55900,"Westminster","tube",1,0,0,0.4896632,1777000,1722372.42413034,-0.0307414608157903,0
"1053",15263,NA,NA,"T","N","F",NA,NA,NA,NA,"N17","D",46,4,2.7,0.8,331,93,"Average","rental (private)",51.597739,-0.067872,65,13,3,"bruce grove","Thames Water",39600,"Haringey","light_rail",0,0,1,0.3187782,372000,360368.981933826,-0.0312661775972416,0
"1054",398,NA,NA,"T","N","F",NA,NA,NA,NA,"SE7","D",141,6,5.6,2.8,224,112,"Average","owner-occupied",51.487361,0.046304,67,36,3,"woolwich dockyard","Thames Water",43500,"Greenwich","rail",0,1,0,0.742573,675000,653366.179431526,-0.0320501045458881,0
"1055",7878,NA,NA,"T","N","F",NA,NA,NA,NA,"SW11","D",108.14,7,6.1,5.3,305,266,"Very Poor","rental (private)",51.463476,-0.156974,111,24,2,"clapham junction","Thames Water",80600,"Wandsworth","light_rail",0,1,1,0.7556224,1078000,1043390.5730343,-0.0321052198197566,0
"1056",1030,NA,NA,"F","N","L",NA,NA,NA,NA,"SW17","C",39,2,1.9,1.9,286,286,"Average","owner-occupied",51.431281,-0.151738,70,33,3,"tooting bec","Thames Water",69000,"Wandsworth","tube",1,0,0,0.664898,328000,317268.311779077,-0.0327185616491562,0
"1057",8621,NA,NA,"T","N","F",NA,NA,NA,NA,"HA2","C",93,5,3.1,1,187,61,"Average","owner-occupied",51.57217,-0.347907,172,69,5,"south harrow","Affinity Water",54500,"Harrow","tube",1,0,0,0.5605028,506000,489346.915076837,-0.0329112350260135,0
"1058",15091,NA,NA,"T","N","F",NA,NA,NA,NA,"SW16","C",161,6,4.5,3.1,157,106,"Average","owner-occupied",51.425408,-0.147128,45,39,3,"streatham common","Thames Water",59800,"Croydon","rail",0,1,0,0.8258406,959000,926976.319683361,-0.0333927844803325,0
"1059",609,NA,NA,"T","N","F",NA,NA,NA,NA,"SE25","D",111,4,5.3,2.1,271,107,"Average","owner-occupied",51.392504,-0.068625,119,49,3,"woodside","Thames Water",50500,"Croydon","light_rail",0,0,1,0.4772352,482000,465818.977138076,-0.0335705868504657,0
"1060",15324,NA,NA,"T","N","F",NA,NA,NA,NA,"SE18","E",74,4,4.1,1.4,319,108,"Average","owner-occupied",51.47819,0.087052,29,64,4,"plumstead","Thames Water",49700,"Greenwich","rail",0,1,0,1.0868286,343000,331463.463768269,-0.0336342164190422,0
"1061",1495,NA,NA,"T","N","F",NA,NA,NA,NA,"E6","D",127,5,5.5,2.3,246,101,"Average","owner-occupied",51.529452,0.046518,108,7,3,"upton park","Thames Water",48300,"Newham","tube",2,0,0,0.9370712,492000,475350.60321668,-0.0338402373644718,0
"1062",9603,NA,NA,"F","N","L",NA,NA,NA,NA,"HA6","C",99,4,2.7,2.5,152,141,"Average","rental (private)",51.610883,-0.42527,67,73,6,"northwood","Affinity Water",55500,"Hillingdon","tube",1,0,0,0.1410578,457000,441382.079573303,-0.0341748805835818,0
"1063",8853,NA,NA,"F","N","L",NA,NA,NA,NA,"IG6","C",47,2,1.3,1.3,157,153,"Average","owner-occupied",51.595304,0.085414,108,31,4,"fairlop","Thames Water",51500,"Redbridge","tube",1,0,0,0.3305848,222000,214333.182958264,-0.0345352118997095,0
"1064",8192,NA,NA,"F","N","L",NA,NA,NA,NA,"RM11","B",40,2,1.3,1.2,187,181,"Average","owner-occupied",51.563347,0.222546,67,27,6,"emerson park","Essex & Suffolk Water",43600,"Havering","light_rail",0,0,1,0.6189144,177000,170876.171291789,-0.0345979023062753,0
"1065",10117,NA,NA,"S","N","F",NA,NA,NA,NA,"E11","E",128,5,7.4,2.6,325,114,"Poor","owner-occupied",51.563579,0.021157,119,20,3,"leytonstone high road","Thames Water",59100,"Redbridge","light_rail",0,0,1,0.8631246,783000,755764.65168726,-0.034783331178467,0
"1066",10387,NA,NA,"S","N","F",NA,NA,NA,NA,"UB7","C",76,4,2.6,1.2,192,83,"Average","owner-occupied",51.499132,-0.470898,136,30,6,"west drayton","Affinity Water",50500,"Hillingdon","rail",0,1,0,1.0669438,397000,383130.337110004,-0.0349361785642227,0
"1067",5235,NA,NA,"F","N","L",NA,NA,NA,NA,"NW3","D",78,3,4.2,3.2,281,210,"Poor","owner-occupied",51.550752,-0.167569,37,70,2,"belsize park","Thames Water",65400,"Camden","tube",1,0,0,0.2398604,846000,816050.382144599,-0.0354014395453913,0
"1068",9342,NA,NA,"F","N","L",NA,NA,NA,NA,"N10","D",69,4,3.2,1.7,261,143,"Poor","owner-occupied",51.591846,-0.151422,37,106,3,"east finchley","Thames Water",60100,"Haringey","tube",1,0,0,0.699075,561000,540965.274079404,-0.0357125239226313,0
"1069",13541,NA,NA,"T","N","F",NA,NA,NA,NA,"SE1","F",153,7,12,1.8,414,60,"Poor","owner-occupied",51.49685,-0.104686,44,5,1,"elephant and castle","Thames Water",48300,"Southwark","tube",3,1,0,0.2566382,1528000,1473280.22999754,-0.0358113678026539,0
"1070",7887,NA,NA,"D","N","F",NA,NA,NA,NA,"CR8","D",117.16,5,4.4,4.4,195,195,"Good","owner-occupied",51.342473,-0.101355,50,76,6,"purley oaks","SES Water",58600,"Croydon","rail",0,1,0,0.5232188,595000,573533.455703148,-0.0360782257089947,0
"1071",11364,NA,NA,"F","N","L",NA,NA,NA,NA,"BR3","D",89,3,4.3,2.2,276,139,"Good","owner-occupied",51.421385,-0.030573,64,27,4,"new beckenham","Thames Water",56300,"Bromley","rail",0,1,0,0.4884204,417000,401649.344304669,-0.0368121239696184,0
"1072",7815,NA,NA,"T","N","F",NA,NA,NA,NA,"IG8","C",56,4,2,0.6,204,59,"Average","owner-occupied",51.602667,0.043094,103,15,4,"woodford","Thames Water",53600,"Redbridge","tube",1,0,0,0.8705814,370000,356367.576795673,-0.0368443870387212,0
"1073",15098,NA,NA,"F","N","L",NA,NA,NA,NA,"RM3","D",43,2,2.5,1.2,324,163,"Average","owner-occupied",51.60611,0.220546,18,51,6,"harold wood","Essex & Suffolk Water",36500,"Havering","rail",0,1,0,1.2763556,168000,161763.690100232,-0.0371208922605238,0
"1074",9890,NA,NA,"F","N","L",NA,NA,NA,NA,"E18","C",41,2,1.1,1,154,145,"Poor","owner-occupied",51.592735,0.031459,31,21,4,"south woodford","Thames Water",54400,"Redbridge","tube",1,0,0,0.1938768,280000,269592.155099715,-0.0371708746438746,0
"1075",6022,NA,NA,"F","N","L",NA,NA,NA,NA,"SE10","C",39,2,1.5,1.4,211,197,"Average","owner-occupied",51.474062,-0.018113,81,10,2,"deptford bridge","Thames Water",61400,"Greenwich","light_rail",0,0,1,0.2031978,322000,309971.466608505,-0.0373556937624072,0
"1076",6489,NA,NA,"F","N","L",NA,NA,NA,NA,"DA14","B",66.02,3,1.2,1.1,97,85,"Good","owner-occupied",51.424772,0.09611,233,72,5,"sidcup","Thames Water",48100,"Bexley","rail",0,1,0,0.9780836,254000,244450.258905074,-0.0375974058855344,0
"1077",13021,NA,NA,"S","N","F",NA,NA,NA,NA,"RM1","D",64,4,3.5,0.9,309,76,"Average","owner-occupied",51.590829,0.179898,86,32,6,"romford","Essex & Suffolk Water",49800,"Havering","light_rail",0,1,1,1.388829,335000,322383.111936203,-0.0376623524292463,0
"1078",9360,NA,NA,"F","N","L",NA,NA,NA,NA,"CR2","E",42,3,3,1.9,425,273,"Good","rental (private)",51.354576,-0.096273,55,57,6,"sanderstead","Thames Water",62300,"Croydon","rail",0,1,0,0.5474534,225000,216508.310942725,-0.0377408402545546,0
"1079",3052,NA,NA,"D","N","F",NA,NA,NA,NA,"KT5","E",224,8,13,4.4,323,111,"Good","owner-occupied",51.397102,-0.285568,119,31,5,"berrylands","Thames Water",64600,"Kingston upon Thames","rail",0,1,0,0.379054,1646000,1582916.01220805,-0.0383256304932897,0
"1080",7581,NA,NA,"D","N","F",NA,NA,NA,NA,"EN1","E",116,6,6.1,3.5,296,168,"Good","owner-occupied",51.643793,-0.072433,17,25,5,"bush hill park","Thames Water",49900,"Enfield","light_rail",0,0,1,0.1944982,655000,629285.52646071,-0.0392587382279244,0
"1081",1145,NA,NA,"T","N","F",NA,NA,NA,NA,"KT9","C",77,5,2.5,0.7,184,47,"Average","owner-occupied",51.372102,-0.304676,51,38,6,"chessington north","Thames Water",57500,"Kingston upon Thames","rail",0,1,0,0.7189598,429000,412012.181793905,-0.0395986438370513,0
"1082",11159,NA,NA,"S","N","F",NA,NA,NA,NA,"SM5","E",64,4,4.3,0.7,383,66,"Poor","owner-occupied",51.371242,-0.160593,64,33,5,"carshalton","SES Water",65400,"Sutton","rail",0,1,0,0.375947,415000,398522.432219207,-0.0397049826043206,0
"1083",15430,NA,NA,"F","N","L",NA,NA,NA,NA,"SW10","C",67,3,2.4,1.3,190,99,"Very Poor","rental (private)",51.488523,-0.187134,116,14,2,"west brompton","Thames Water",63300,"Kensington and Chelsea","tube",1,1,1,0.512655,881000,845834.242589621,-0.0399157291831766,0
"1084",14608,NA,NA,"F","N","L",NA,NA,NA,NA,"SE3","E",133.13,5,7.2,6.6,282,257,"Very Poor","owner-occupied",51.468676,0.018169,132,37,3,"blackheath","Thames Water",67800,"Greenwich","rail",0,1,0,0.736359,935000,897564.535171618,-0.0400379302977351,0
"1085",7959,NA,NA,"T","N","F",NA,NA,NA,NA,"TW10","D",127,5,4.5,2.1,203,90,"Good","owner-occupied",51.43443,-0.312814,103,9,6,"teddington","Thames Water",56200,"Richmond upon Thames","rail",0,1,0,1.3024544,821000,788049.895340051,-0.0401341104262475,0
"1086",15677,NA,NA,"S","N","F",NA,NA,NA,NA,"N14","E",103,6,5.3,2.5,340,169,"Poor","owner-occupied",51.638743,-0.130555,45,62,4,"southgate","Thames Water",47600,"Enfield","tube",1,0,0,0.512655,688000,660271.507679577,-0.0403030411634049,0
"1087",3402,NA,NA,"S","N","F",NA,NA,NA,NA,"DA14","E",86.64,5,6.8,3.4,432,213,"Average","owner-occupied",51.424564,0.092145,127,70,5,"sidcup","Thames Water",48100,"Bexley","rail",0,1,0,1.252121,403000,386585.906629759,-0.0407297602239236,0
"1088",1817,NA,NA,"S","N","F",NA,NA,NA,NA,"DA16","F",63,4,8.6,1.1,808,100,"Good","owner-occupied",51.475058,0.116242,79,57,4,"welling","Thames Water",57600,"Bexley","rail",0,1,0,1.1539398,349000,334752.796038299,-0.0408229339876832,0
"1089",12451,NA,NA,"T","N","L",NA,NA,NA,NA,"IG11","C",45,2,1,1,114,114,"Good","owner-occupied",51.535595,0.079727,218,8,4,"barking","Essex & Suffolk Water",44200,"Barking and Dagenham","tube",2,0,1,0.400803,232000,222495.224412615,-0.0409688602904523,0
"1090",6752,NA,NA,"S","N","F",NA,NA,NA,NA,"KT3","C",102,5,2.9,1.4,160,76,"Good","owner-occupied",51.392843,-0.264411,11,20,4,"malden manor","Thames Water",56700,"Kingston upon Thames","rail",0,1,0,0.7202026,637000,610572.090763277,-0.0414880835741336,0
"1091",15301,NA,NA,"S","N","F",NA,NA,NA,NA,"KT4","D",96,5,3.3,1.1,193,62,"Average","owner-occupied",51.37591,-0.234983,30,32,4,"worcester park","SES Water",55400,"Sutton","rail",0,1,0,0.643149,509000,487815.476516435,-0.0416198889657467,0
"1092",1274,NA,NA,"T","N","F",NA,NA,NA,NA,"SW19","E",83.72,4,5.2,3.7,371,267,"Average","owner-occupied",51.42795,-0.187763,102,14,3,"haydons road","Thames Water",75000,"Merton","rail",0,1,0,0.2007122,770000,737912.100634927,-0.0416725965780173,0
"1093",2232,NA,NA,"T","N","F",NA,NA,NA,NA,"CR7","C",76,5,2.5,0.8,184,53,"Average","owner-occupied",51.399459,-0.107435,110,43,4,"thornton heath","Thames Water",51500,"Croydon","rail",0,1,0,0.4281446,374000,358145.145793783,-0.0423926583053922,0
"1094",6966,NA,NA,"T","N","F",NA,NA,NA,NA,"W4","D",126,7,5.6,2.7,251,122,"Good","owner-occupied",51.48763,-0.270925,143,10,3,"gunnersbury","Thames Water",60700,"Hounslow","tube",1,0,1,0.571688,962000,921164.596210739,-0.0424484446873819,0
"1095",5655,NA,NA,"F","N","L",NA,NA,NA,NA,"E9","C",46.1,2,1.7,1.7,250,240,"Average","rental (private)",51.543623,-0.029006,45,13,2,"hackney wick","Thames Water",46500,"Hackney","light_rail",0,0,1,0.2709304,313000,299707.003448906,-0.0424696375434313,0
"1096",5998,NA,NA,"S","N","F",NA,NA,NA,NA,"DA5","D",79.17,4,4.6,2.9,348,216,"Average","owner-occupied",51.449958,0.126739,66,30,5,"albany park","Thames Water",54000,"Bexley","rail",0,1,0,1.2428,381000,364671.062206018,-0.0428581044461475,0
"1097",11232,NA,NA,"F","N","L",NA,NA,NA,NA,"N4","D",65,3,2.8,2.3,226,183,"Average","owner-occupied",51.577223,-0.113312,115,62,3,"harringay","Thames Water",65500,"Hackney","rail",0,1,0,0.4032886,479000,458339.858173047,-0.0431318200980223,0
"1098",4084,NA,NA,"F","N","L",NA,NA,NA,NA,"E11","D",33,2,1.9,1.2,324,212,"Average","rental (private)",51.569268,0.001395,63,18,3,"leytonstone","Thames Water",54000,"Redbridge","tube",1,0,0,0.4076384,222000,212407.115539832,-0.0432111912620194,0
"1099",13514,NA,NA,"F","N","L",NA,NA,NA,NA,"BR1","C",50,2,1.4,1.4,163,163,"Average","owner-occupied",51.411628,0.018057,101,68,4,"bromley north","Thames Water",56100,"Bromley","rail",0,1,0,0.2336464,250000,239142.534019304,-0.0434298639227846,0
"1100",7522,NA,NA,"D","N","F",NA,NA,NA,NA,"BR6","D",72,5,4.1,1.6,319,124,"Average","owner-occupied",51.37155,0.078578,31,107,6,"orpington","Thames Water",66900,"Bromley","rail",0,1,0,0.658684,469000,448532.603832322,-0.0436405035558159,0
"1101",7233,NA,NA,"S","N","F",NA,NA,NA,NA,"CR2","D",75,4,3.3,1.1,253,78,"Average","owner-occupied",51.344808,-0.046479,49,108,3,"gravel hill","SES Water",54400,"Croydon","light_rail",0,0,1,1.1427546,412000,393965.866321963,-0.04377216912145,0
"1102",7017,NA,NA,"T","N","F",NA,NA,NA,NA,"BR6","D",76,5,3,1,228,72,"Average","owner-occupied",51.373418,0.114856,76,81,6,"orpington","Thames Water",55700,"Bromley","rail",0,1,0,1.382615,348000,332701.504545883,-0.0439611938336709,0
"1103",1019,NA,NA,"T","N","F",NA,NA,NA,NA,"CR0","C",115,5,3.7,1.3,182,61,"Good","owner-occupied",51.381714,-0.060515,90,59,3,"woodside","Thames Water",59100,"Croydon","light_rail",0,0,1,0.7102602,504000,481785.446711205,-0.0440764946206253,0
"1104",6272,NA,NA,"F","N","L",NA,NA,NA,NA,"E17","D",59.5,3,3,2.3,261,204,"Good","rental (private)",51.588718,-0.019751,65,33,3,"walthamstow central","Thames Water",50500,"Waltham Forest","tube",1,0,1,0.416338,386000,368914.770148937,-0.0442622535001629,0
"1105",1719,NA,NA,"T","N","L",NA,NA,NA,NA,"DA15","D",38,2,3.2,1.2,503,194,"Average","owner-occupied",51.45101,0.088762,84,41,4,"falconwood","Thames Water",56500,"Bexley","rail",0,1,0,1.0669438,222000,212134.102044394,-0.0444409817820071,0
"1106",2035,NA,NA,"T","N","F",NA,NA,NA,NA,"E5","E",126,6,7.9,2.9,302,102,"Very Poor","owner-occupied",51.554013,-0.049675,67,22,2,"hackney central","Thames Water",49700,"Hackney","light_rail",0,0,1,0.5940584,1060000,1012674.12738645,-0.0446470496354205,0
"1107",737,NA,NA,"T","N","F",NA,NA,NA,NA,"RM3","E",83.91,5,5.1,3,423,244,"Average","owner-occupied",51.609746,0.236047,99,72,6,"harold wood","Essex & Suffolk Water",41500,"Havering","rail",0,1,0,1.3198536,348000,332267.469340357,-0.0452084214357568,0
"1108",2707,NA,NA,"F","N","L",NA,NA,NA,NA,"CR2","C",50,3,1.6,1.6,194,183,"Average","owner-occupied",51.362811,-0.092858,75,62,5,"south croydon","Thames Water",61500,"Croydon","rail",0,1,0,0.0975598,235000,224372.372200581,-0.0452239480826344,0
"1109",6223,NA,NA,"S","N","F",NA,NA,NA,NA,"CR6","C",115,4,3.5,2.2,171,104,"Good","owner-occupied",51.321096,-0.062312,160,169,6,"upper warlingham","SES Water",58700,"Croydon","rail",0,1,0,1.4689896,501000,478252.621957604,-0.045403948188415,0
"1110",1190,NA,NA,"S","N","F",NA,NA,NA,NA,"DA8","C",94,5,2.9,1.2,160,64,"Average","owner-occupied",51.473673,0.194038,111,7,6,"slade green","Thames Water",44200,"Bexley","rail",0,1,0,0.5114122,385000,367474.716096713,-0.0455202179306147,0
"1111",3365,NA,NA,"F","N","L",NA,NA,NA,NA,"SW12","D",81,5,3.7,3.1,261,219,"Poor","owner-occupied",51.443582,-0.140881,78,31,3,"balham","Thames Water",64000,"Wandsworth","tube",1,1,0,0.7034248,651000,621274.076068567,-0.0456619415229393,0
"1112",12212,NA,NA,"T","N","F",NA,NA,NA,NA,"DA5","E",111,5,5.8,2.2,299,110,"Average","owner-occupied",51.447,0.135135,87,26,6,"bexley","Thames Water",54000,"Bexley","rail",0,1,0,0.8469682,433000,413068.285428752,-0.0460316733747056,0
"1113",4271,NA,NA,"F","N","L",NA,NA,NA,NA,"SE1","C",71.1,2,2.2,2,208,189,"Good","rental (private)",51.50364,-0.117531,75,14,1,"waterloo","Thames Water",53600,"Southwark","tube",5,1,0,0.3026218,653000,622875.171646528,-0.0461329683820392,0
"1114",10287,NA,NA,"T","N","F",NA,NA,NA,NA,"CR7","D",147,6,5.5,2.7,212,103,"Average","owner-occupied",51.395237,-0.117197,130,43,4,"thornton heath","Thames Water",49000,"Croydon","rail",0,1,0,0.9209148,616000,587481.155670287,-0.0462968252105727,0
"1115",7261,NA,NA,"S","N","F",NA,NA,NA,NA,"CR3","D",144.5,7,4.9,3.8,259,203,"Average","owner-occupied",51.296437,-0.108476,66,175,6,"whyteleafe south","SES Water",53700,"Croydon","rail",0,1,0,1.9275828,563000,536769.272082439,-0.0465909909725772,0
"1116",3577,NA,NA,"T","N","F",NA,NA,NA,NA,"RM10","D",64,4,3.2,0.5,289,43,"Good","owner-occupied",51.531507,0.162574,91,3,5,"dagenham dock","Essex & Suffolk Water",42300,"Barking and Dagenham","rail",0,1,0,1.1893596,275000,262144.914028622,-0.0467457671686476,0
"1117",4127,NA,NA,"S","N","F",NA,NA,NA,NA,"RM11","F",86,5,6.8,2.6,472,183,"Average","owner-occupied",51.578047,0.21225,80,30,6,"gidea park","Essex & Suffolk Water",52600,"Havering","rail",0,1,0,0.6574412,402000,383152.180472413,-0.046885123202952,0
"1118",7025,NA,NA,"F","N","L",NA,NA,NA,NA,"RM8","B",104,3,2,2,100,100,"Good","owner-occupied",51.550151,0.112628,NA,9,4,"upney","Essex & Suffolk Water",42300,"Barking and Dagenham","tube",1,0,0,1.1800386,369000,351627.623772496,-0.0470796103726405,0
"1119",970,NA,NA,"F","N","L",NA,NA,NA,NA,"SE2","D",67,4,4,3.4,352,301,"Good","owner-occupied",51.481976,0.125088,129,67,4,"abbey wood","Thames Water",50100,"Greenwich","rail",0,1,0,0.9550918,281000,267749.179987483,-0.0471559431050428,0
"1120",14537,NA,NA,"T","N","F",NA,NA,NA,NA,"SW16","E",93,3,5,1.4,301,82,"Average","owner-occupied",51.42936,-0.121966,86,52,3,"streatham","Thames Water",54800,"Croydon","rail",0,1,0,0.7630792,543000,517296.769647189,-0.0473355991764474,0
"1121",3382,NA,NA,"F","N","L",NA,NA,NA,NA,"SW20","C",124,4,2.6,2.2,118,100,"Average","owner-occupied",51.418799,-0.22441,37,55,4,"raynes park","Thames Water",75500,"Merton","rail",0,1,0,0.8506966,770000,733314.424419964,-0.0476436046493968,0
"1122",9586,NA,NA,"T","N","F",NA,NA,NA,NA,"EN1","E",72,4,4.1,0.9,322,70,"Average","owner-occupied",51.64875,-0.064417,107,24,5,"bush hill park","Thames Water",51700,"Enfield","light_rail",0,0,1,0.6468774,393000,374008.601321138,-0.0483241696663145,0
"1123",6864,NA,NA,"F","N","L",NA,NA,NA,NA,"DA14","D",54,3,3,1.5,323,161,"Average","owner-occupied",51.43249,0.117007,103,40,5,"albany park","Thames Water",50500,"Bexley","rail",0,1,0,0.8270834,237000,225447.565938403,-0.0487444475172888,0
"1124",4612,NA,NA,"S","N","F",NA,NA,NA,NA,"BR6","E",60,4,4.7,1.7,407,137,"Very Poor","owner-occupied",51.37867,0.082723,55,90,6,"orpington","Thames Water",66900,"Bromley","rail",0,1,0,0.5486962,440000,418293.07284585,-0.0493339253503418,0
"1125",1252,NA,NA,"T","N","F",NA,NA,NA,NA,"EN1","D",78,3,3.1,1,226,70,"Average","owner-occupied",51.651569,-0.073419,105,29,5,"enfield town","Thames Water",49900,"Enfield","light_rail",0,0,1,0.4144738,432000,410667.845609746,-0.0493799870144769,0
"1126",7839,NA,NA,"T","N","F",NA,NA,NA,NA,"SM6","D",125,7,5.5,3.4,251,152,"Average","owner-occupied",51.369058,-0.155538,52,34,5,"carshalton","SES Water",53400,"Sutton","rail",0,1,0,0.6655194,556000,528411.395059078,-0.0496197930592114,0
"1127",2734,NA,NA,"T","N","F",NA,NA,NA,NA,"IG11","D",92,4,3.4,0.8,227,53,"Average","owner-occupied",51.548126,0.104688,147,10,4,"upney","Essex & Suffolk Water",46700,"Barking and Dagenham","tube",1,0,0,0.8196266,378000,359239.61763547,-0.049630641176005,0
"1128",9049,NA,NA,"F","N","L",NA,NA,NA,NA,"SE26","B",81,3,1.3,1.3,86,86,"Good","rental (private)",51.426323,-0.067358,156,92,3,"crystal palace","Thames Water",54200,"Lewisham","light_rail",0,1,1,0.8040916,404000,383868.222550089,-0.0498311323017587,0
"1129",1554,NA,NA,"F","N","L",NA,NA,NA,NA,"TW1","C",27.11,1,2.5,2.5,316,321,"Good","owner-occupied",51.452156,-0.33249,46,12,5,"twickenham","Thames Water",80200,"Richmond upon Thames","rail",0,1,0,0.2429674,288000,273518.508501762,-0.0502829565911048,0
"1130",3311,NA,NA,"F","N","L",NA,NA,NA,NA,"DA8","D",59.88,3,3.9,3.6,429,400,"Very Poor","owner-occupied",51.487445,0.174072,126,5,6,"erith","Thames Water",45100,"Bexley","rail",0,1,0,1.012882,222000,210795.751346629,-0.0504695885287001,0
"1131",6298,NA,NA,"F","N","L",NA,NA,NA,NA,"SE13","D",57.64,3,3.1,2.5,320,257,"Good","owner-occupied",51.454539,-0.0054,115,25,3,"hither green","Thames Water",50700,"Lewisham","rail",0,1,0,0.3063502,328000,311355.502876516,-0.050745418059404,0
"1132",9258,NA,NA,"S","N","F",NA,NA,NA,NA,"TW1","D",96,5,5,1.8,297,106,"Average","owner-occupied",51.437408,-0.331149,59,9,5,"strawberry hill","Thames Water",70300,"Richmond upon Thames","rail",0,1,0,0.6624124,758000,719426.674200115,-0.0508882926119851,0
"1133",11228,NA,NA,"F","N","L",NA,NA,NA,NA,"SM6","E",70,3,6.8,3.7,556,297,"Average","owner-occupied",51.350154,-0.148643,70,89,5,"wallington","SES Water",53000,"Sutton","rail",0,1,0,0.820248,280000,265729.659209531,-0.0509655028231018,0
"1134",7908,NA,NA,"D","N","F",NA,NA,NA,NA,"NW7","D",299,9,10,6.1,190,116,"Good","owner-occupied",51.640654,-0.240196,94,124,4,"mill hill broadway","Affinity Water",58000,"Barnet","rail",0,1,0,2.3091224,1736000,1647494.17778805,-0.0509826164815401,0
"1135",4914,NA,NA,"S","N","F",NA,NA,NA,NA,"DA7","E",86,5,5.3,2.6,349,167,"Average","owner-occupied",51.470494,0.132402,143,52,5,"bexleyheath","Thames Water",53500,"Bexley","rail",0,1,0,0.5182476,410000,389045.163003297,-0.051109358528544,0
